Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ghafouri-Khosrowshahi, A., Ranjbar, A., Mousavi, L., Nili-Ahmadabadi, H., Ghaffari, F., Zeinvand-Lorestani, H., Nili-Ahmadabadi, A.","56811447100; 6701327147; 37102167500; 57205114051; 57213013247; 56669821200; 50861745700","Chronic exposure to organophosphate pesticides as an important challenge in promoting reproductive health: A comparative study",2019,"Journal of Education and Health Promotion",8,"1", 149,,,,4,10.4103/jehp.jehp_148_19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074935636&partnerID=40&md5=bbde0a3d3fc56eb0946e7744f1426c4c",Article,Final,,Scopus,2-s2.0-85074935636
"Picot-Allain, C.M.N., Mahomoodally, F.M.","57200541586; 9537009000","Neuroprotective potential of phytochemicals via in silico molecular docking techniques",2019,"Studies in Natural Products Chemistry",63,"",,243,266,,,10.1016/B978-0-12-817901-7.00009-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85074756011&partnerID=40&md5=ab9c97695270a582843025f94bd90a0d",Book Chapter,Final,,Scopus,2-s2.0-85074756011
"Abbasi, M.A., Irshad, M., Aziz-Ur-Rehman, Riaz, T., Siddiqui, S.Z., Shahid, M.","7004042601; 57197132903; 35311779500; 35752455000; 36240735500; 56385126100","In vitro assessment of antibacterial, antifungal, enzyme inhibition and hemolytic activities of various fractions of Rhynchosia pseudo-cajan",2019,"Pakistan Journal of Pharmaceutical Sciences",32,"5",,2003,2010,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072327145&partnerID=40&md5=b1060240e4c3c0c74791c3a482d2874d",Article,Final,,Scopus,2-s2.0-85072327145
"Sellitepe, H.E., Doğan, İ.S., Eroğlu, G., Barut, B., Özel, A.","57189889575; 55892526600; 57210955378; 56798054200; 36665016100","Synthesis, characterization and investigation of cholinesterase enzyme inhibition and antioxidant activities of some 4-aryl-1,4-dihydropyridine derivatives",2019,"Journal of Research in Pharmacy",23,"4",,608,616,,1,10.12991/jrp.2019.168,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85072026043&partnerID=40&md5=0ea7f1786187d1f7f54652043e53cf5e",Article,Final,Open Access,Scopus,2-s2.0-85072026043
"Gulcin, I., Kaya, R., Goren, A.C., Akincioglu, H., Topal, M., Bingol, Z., Cetin Çakmak, K., Ozturk Sarikaya, S.B., Durmaz, L., Alwasel, S.","35509141500; 57195525939; 57194561260; 57190802514; 55929192400; 57115194800; 57210840698; 57210190698; 57076953400; 29067512200","Anticholinergic, antidiabetic and antioxidant activities of cinnamon (cinnamomum verum) bark extracts: polyphenol contents analysis by LC-MS/MS",2019,"International Journal of Food Properties",22,"1",,1511,1526,,28,10.1080/10942912.2019.1656232,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85071676745&partnerID=40&md5=bcc54a9d69be37c8b2f6d963d34cbeda",Article,Final,Open Access,Scopus,2-s2.0-85071676745
"Faraone, I., Rai, D.K., Russo, D., Chiummiento, L., Fernandez, E., Choudhary, A., Milella, L.","56462945100; 7101966317; 55336889800; 6603299849; 7402179104; 57202667881; 14033097400","Antioxidant, antidiabetic, and anticholinesterase activities and phytochemical profile of Azorella glabra wedd",2019,"Plants",8,"8", 265,,,,9,10.3390/plants8080265,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070683803&partnerID=40&md5=dbd0182b49ab5f3ff72fab3bb1906bda",Article,Final,Open Access,Scopus,2-s2.0-85070683803
"Murtaza, S., Mir, K.Z., Tatheer, A., Ullah, R.S.","7003878421; 57209306805; 57203282310; 55214616000","Synthesis and evaluation of chalcone and its derivatives as potential anticholinergic agents",2019,"Letters in Drug Design and Discovery",16,"3",,322,332,,,10.2174/1570180815666180523085436,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067283872&partnerID=40&md5=0c24ca72500fe1abf89942a3f8523dfb",Article,Final,,Scopus,2-s2.0-85067283872
"Ateş, B., Vardi, N., Parlakpinar, H., Karaaslan, M.G., Yilmaz, İ., Ercal, N.","6507504123; 7004559930; 6602664864; 55361047700; 7004914053; 7004152756","The protective effect of N-acetylcysteine amide against paraquat-induced neurotoxicity",2019,"Turkish Journal of Chemistry",43,"2",,404,414,,,10.3906/kim-1706-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065499681&partnerID=40&md5=e7814189fd06e24b85230af5da73b29f",Article,Final,Open Access,Scopus,2-s2.0-85065499681
"Ateş, B., Vardi, N., Parlakpinar, H., Karaaslan, M.G., Yilmaz, İ., Ercal, N.","6507504123; 7004559930; 6602664864; 55361047700; 7004914053; 7004152756","The protective effect of N-acetylcysteine amide against paraquat-induced neurotoxicity",2019,"Turkish Journal of Chemistry",43,"1",,39,49,,,10.3906/kim-1706-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065491979&partnerID=40&md5=e2447e88023d09db825d176322059082",Article,Final,Open Access,Scopus,2-s2.0-85065491979
"Owagboriaye, F., Dedeke, G., Ademolu, K., Olujimi, O., Aladesida, A., Adeleke, M.","42062144800; 6505670953; 8389441900; 36131866500; 36679849500; 57207841490","Comparative studies on endogenic stress hormones, antioxidant, biochemical and hematological status of metabolic disturbance in albino rat exposed to roundup herbicide and its active ingredient glyphosate",2019,"Environmental Science and Pollution Research",,"",,,,,6,10.1007/s11356-019-04759-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85063045940&partnerID=40&md5=34b7096d0fa97af40274f11505911f18",Article,Article in Press,,Scopus,2-s2.0-85063045940
"Siqueira, A.A., Cunha, A.F., Marques, G.L.M., Felippe, I.S.A., Minassa, V.S., Gramelich, T.C.D.S., Cicilini, M.A., Alarcon, T.A., Pires, R.G.W., Sampaio, K.N., Beijamini, V.","57203801969; 57200962388; 57194272209; 57038992800; 57203806577; 57204786405; 6602285624; 57190739707; 35181985000; 6506844289; 6505827806","Atropine counteracts the depressive-like behaviour elicited by acute exposure to commercial chlorpyrifos in rats",2019,"Neurotoxicology and Teratology",71,"",,6,15,,7,10.1016/j.ntt.2018.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057178349&partnerID=40&md5=9aa8f17d145247b74982eeb9a4cc1783",Article,Final,,Scopus,2-s2.0-85057178349
"Bhattacharjee, A., Chakraborty, R., Sen, S.","55354167700; 36348333400; 36115139200","Scientific basis for ayurvedic medicinal plants against alzheimer’s disease",2019,"Herbal Medicine in India: Indigenous Knowledge, Practice, Innovation and its Value",,"",,51,67,,,10.1007/978-981-13-7248-3_5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085464017&partnerID=40&md5=9b1ff4c5395f30b4c9a19bc7d9af790c",Book Chapter,Final,,Scopus,2-s2.0-85085464017
"Khan, E., Ahmad, T., Gul, Z., Ullah, F., Tahir, M.N., Noor, A.","15765125100; 57214283401; 56545552900; 26639950400; 57218157967; 15127558900","Methyl-substituted 2-aminothiazole–based cobalt(II) and silver(I) complexes: Synthesis, X-ray structures, and biological activities",2019,"Turkish Journal of Chemistry",43,"3",,857,868,,7,10.3906/kim-1812-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068839405&partnerID=40&md5=ecc9f790a32b98009814a85dd1f750d3",Article,Final,Open Access,Scopus,2-s2.0-85068839405
"Eruygur, N., Koçyiğit, U.M., Taslimi, P., Ataş, M., Tekin, M., Gülçin, İ.","56487906500; 57189006957; 56658628800; 26321060300; 55928879200; 35509141500","Screening the in vitro antioxidant, antimicrobial, anticholinesterase, antidiabetic activities of endemic Achillea cucullata (Asteraceae) ethanol extract",2019,"South African Journal of Botany",120,"",,141,145,,66,10.1016/j.sajb.2018.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046148840&partnerID=40&md5=8d28bfbe9765367d762733ac1215e0f3",Article,Final,Open Access,Scopus,2-s2.0-85046148840
"Ahmad, A., Ullah, F., Sadiq, A., Ayaz, M., Rahim, H., Rashid, U., Ahmad, S., Jan, M.S., Ullah, R., Shahat, A.A., Mahmood, H.M.","57220712669; 26639950400; 55507756800; 8773170600; 56157761100; 55636321929; 55702520621; 7102375205; 35748224100; 6701655962; 57208782984","Pharmacological evaluation of aldehydic-pyrrolidinedione against HCT-116, MDA-MB231, NIH/3T3, MCF-7 cancer cell lines, antioxidant and enzyme inhibition studies",2019,"Drug Design, Development and Therapy",13,"",,4185,4194,,3,10.2147/DDDT.S226080,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076628228&partnerID=40&md5=56c1dbd142e37f04fe8dddc33ebae15a",Article,Final,Open Access,Scopus,2-s2.0-85076628228
"Baessa, M., Rodrigues, M.J., Pereira, C., Santos, T., da Rosa Neng, N., Nogueira, J.M.F., Barreira, L., Varela, J., Ahmed, H., Asif, S., Boukhari, S.A., Kayani, W.K., Ahmad, K.S., Zengin, G., Mollica, A., Custódio, L.","57201820460; 56031608100; 57189607598; 57139818900; 16310170900; 57221315786; 7004168179; 55741416000; 57222316680; 36636749300; 57201821310; 36608174700; 55318538700; 8411629800; 7003364903; 15831018900","A comparative study of the in vitro enzyme inhibitory and antioxidant activities of Butea monosperma (Lam.) Taub. and Sesbania grandiflora (L.) Poiret from Pakistan: New sources of natural products for public health problems",2019,"South African Journal of Botany",120,"",,146,156,,7,10.1016/j.sajb.2018.04.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046167173&partnerID=40&md5=cb5068aee077d3bfe39c0587057475e2",Article,Final,Open Access,Scopus,2-s2.0-85046167173
"Abuhamdah, S.M.A.","57200127924","Screening of commonly used jordanian spices for inhibitory activity against acetylcholinesterase and butyrylcholinesterase in alzheimer’s disease",2018,"Pharmacologyonline",3,"",,354,362,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059621919&partnerID=40&md5=b5c1ff3abb8e0b26031c24bfe0976aae",Article,Final,,Scopus,2-s2.0-85059621919
"Leung, M.R., van Bezouwen, L.S., Schopfer, L.M., Sussman, J.L., Silman, I., Lockridge, O., Zeev-Ben-Mordehai, T.","57201271244; 55821412500; 7003726810; 7102888560; 7006335104; 7004812194; 6506284098","Cryo-EM structure of the native butyrylcholinesterase tetramer reveals a dimer of dimers stabilized by a superhelical assembly",2018,"Proceedings of the National Academy of Sciences of the United States of America",115,"52",,13270,13275,,12,10.1073/pnas.1817009115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059211915&partnerID=40&md5=34bd45066ba9571d5d63a0a928c3c25f",Article,Final,Open Access,Scopus,2-s2.0-85059211915
"Song, Q., Li, Y., Cao, Z., Liu, H., Tian, C., Yang, Z., Qiang, X., Tan, Z., Deng, Y.","57193393460; 56084227900; 57145706100; 56564387100; 57201433827; 57200821925; 55549591900; 7201599803; 57192956200","Discovery of novel 2,5-dihydroxyterephthalamide derivatives as multifunctional agents for the treatment of Alzheimer's disease",2018,"Bioorganic and Medicinal Chemistry",26,"23-24",,6115,6127,,7,10.1016/j.bmc.2018.11.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056711343&partnerID=40&md5=ee64d158961b635099584a6fadb336e3",Article,Final,,Scopus,2-s2.0-85056711343
"Zorbaz, T., Malinak, D., Maraković, N., Maček Hrvat, N., Zandona, A., Novotny, M., Skarka, A., Andrys, R., Benkova, M., Soukup, O., Katalinić, M., Kuca, K., Kovarik, Z., Musilek, K.","57197870798; 55910829700; 56222173700; 56646575400; 56938536400; 57191428869; 32267606600; 57204924324; 57200287078; 23968390800; 11739408000; 57197789737; 6603587545; 10540229700","Pyridinium Oximes with Ortho-Positioned Chlorine Moiety Exhibit Improved Physicochemical Properties and Efficient Reactivation of Human Acetylcholinesterase Inhibited by Several Nerve Agents",2018,"Journal of Medicinal Chemistry",61,"23",,10753,10766,,24,10.1021/acs.jmedchem.8b01398,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057802231&partnerID=40&md5=d815e16143e3ca52e66263bc7d79fcb6",Article,Final,,Scopus,2-s2.0-85057802231
"Green, K.D., Fosso, M.Y., Garneau-Tsodikova, S.","15759702300; 35071229100; 8979930700","Multifunctional donepezil analogues as cholinesterase and BACE1 inhibitors",2018,"Molecules",23,"12", 3252,,,,12,10.3390/molecules23123252,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058004252&partnerID=40&md5=436ea0a2d08a7e7860afdc4e5b23ec5f",Article,Final,Open Access,Scopus,2-s2.0-85058004252
"Hassan, M., Abbasi, M.A., Aziz-ur-Rehman, Siddiqui, S.Z., Hussain, G., Shah, S.A.A., Shahid, M., Seo, S.-Y.","56179916100; 7004042601; 35311779500; 36240735500; 7005943986; 56041213000; 56385126100; 7202469829","Exploration of synthetic multifunctional amides as new therapeutic agents for Alzheimer's disease through enzyme inhibition, chemoinformatic properties, molecular docking and dynamic simulation insights",2018,"Journal of Theoretical Biology",458,"",,169,183,,4,10.1016/j.jtbi.2018.09.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053905014&partnerID=40&md5=9e56d593c9c441412e6fd9305a251038",Article,Final,,Scopus,2-s2.0-85053905014
"Yusufzai, S.K., Khan, M.S., Sulaiman, O., Osman, H., Lamjin, D.N.","54982745600; 56693361500; 56463144200; 14523172100; 57204896001","Molecular docking studies of coumarin hybrids as potential acetylcholinesterase, butyrylcholinesterase, monoamine oxidase A/B and β-amyloid inhibitors for Alzheimer's disease",2018,"Chemistry Central Journal",12,"1", 128,,,,14,10.1186/s13065-018-0497-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057737150&partnerID=40&md5=48f9535497265217a2438dcf4d873d35",Review,Final,Open Access,Scopus,2-s2.0-85057737150
"Silva, C.F.M., Pinto, D.C.G.A., Silva, A.M.S.","57207433031; 7005542372; 7403222204","Chromones: privileged scaffolds for the production of multi-target-directed-ligand agents for the treatment of Alzheimer’s disease",2018,"Expert Opinion on Drug Discovery",13,"12",,1141,1151,,4,10.1080/17460441.2018.1543267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058213521&partnerID=40&md5=c23775bf1db283c480adc4d03bc4d777",Review,Final,,Scopus,2-s2.0-85058213521
"Lockridge, O., David, E., Schopfer, L.M., Masson, P., Brazzolotto, X., Nachon, F.","7004812194; 57196032976; 7003726810; 7201603992; 6507794399; 35616231300","Purification of recombinant human butyrylcholinesterase on Hupresin®",2018,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",1102-1103,"",,109,115,,3,10.1016/j.jchromb.2018.10.026,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055515087&partnerID=40&md5=e6d7f5c35532c62612c641c598147b88",Article,Final,,Scopus,2-s2.0-85055515087
"Kumar, A., Pintus, F., Di Petrillo, A., Medda, R., Caria, P., Matos, M.J., Viña, D., Pieroni, E., Delogu, F., Era, B., Delogu, G.L., Fais, A.","55716718800; 6602273161; 57192092807; 57191194956; 14044537000; 35612254100; 6505854092; 35315039100; 8928909000; 6505877060; 7006876780; 6603257081","Novel 2-pheynlbenzofuran derivatives as selective butyrylcholinesterase inhibitors for Alzheimer's disease",2018,"Scientific Reports",8,"1", 4424,,,,38,10.1038/s41598-018-22747-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044123603&partnerID=40&md5=6c35055f7d1bedd1b1d01d7bbe5b8591",Article,Final,Open Access,Scopus,2-s2.0-85044123603
"Mahmood, W., Saleem, H., Ahmad, I., Ashraf, M., Gill, M.S.A., Ahsan, H.M., Khan, K.-U.-R., Chaman, S., Abbas, S., Mubashar, A., Khan, S.U., Ahemad, N.","57189760765; 56735957200; 57212422458; 55544464800; 57190438798; 56237626900; 57217773000; 57205261534; 57200134584; 57205266328; 57190002793; 57206902381","In-vitro studies on acetylcholinesterase and butyrylcholinesterase inhibitory potentials of aerial parts of vernonia oligocephala (Asteraceae)",2018,"Tropical Journal of Pharmaceutical Research",17,"12",,2445,2448,,5,10.4314/tjpr.v17i12.20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059311222&partnerID=40&md5=83a998f589613d107b333eea238297d5",Article,Final,Open Access,Scopus,2-s2.0-85059311222
"Reale, M., Costantini, E., Di Nicola, M., D'Angelo, C., Franchi, S., D'Aurora, M., Di Bari, M., Orlando, V., Galizia, S., Ruggieri, S., Stuppia, L., Gasperini, C., Tata, A.M., Gatta, V.","57218147220; 56255318800; 57200842840; 57216851615; 54385231400; 55614896900; 56448397100; 36612289400; 57192301934; 57007863600; 7005862257; 7005433129; 55664013000; 6603510338","Butyrylcholinesterase and Acetylcholinesterase polymorphisms in Multiple Sclerosis patients: Implication in peripheral inflammation",2018,"Scientific Reports",8,"1", 1319,,,,11,10.1038/s41598-018-19701-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040945495&partnerID=40&md5=755a5c07eb9cf23178e25cb43733a6b2",Article,Final,Open Access,Scopus,2-s2.0-85040945495
"Rösler, T.W., Salama, M., Shalash, A.S., Khedr, E.M., El-Tantawy, A., Fawi, G., El-Motayam, A., El-Seidy, E., El-Sherif, M., El-Gamal, M., Moharram, M., El-Kattan, M., Abdel-Naby, M., Ashour, S., Müller, U., Dempfle, A., Kuhlenbäumer, G., Höglinger, G.U.","24448472000; 7202654469; 36521728200; 6603765620; 6508055415; 36514487800; 26433254800; 26433185100; 57189660178; 55571789800; 57204588424; 57204582663; 57204583679; 7005154291; 57193734740; 6602956183; 7004292010; 6602778605","K-variant BCHE and pesticide exposure: Gene-environment interactions in a case–control study of Parkinson’s disease in Egypt",2018,"Scientific Reports",8,"1", 16525,,,,4,10.1038/s41598-018-35003-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056285569&partnerID=40&md5=fab55318109ee9617acff2552a9562da",Article,Final,Open Access,Scopus,2-s2.0-85056285569
"Kumar, R.S., Almansour, A.I., Arumugam, N., Al-thamili, D.M., Basiri, A., Kotresha, D., Manohar, T.S., Venketesh, S., Asad, M., Asiri, A.M.","36100384200; 6603003502; 8351597600; 57201984021; 37115317600; 8859608800; 57201886418; 36621836700; 36550102700; 6701506021","Highly functionalized 2-amino-4H-pyrans as potent cholinesterase inhibitors",2018,"Bioorganic Chemistry",81,"",,134,143,,11,10.1016/j.bioorg.2018.08.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051472289&partnerID=40&md5=8c7ef544e64ecee3cd21d143933b7306",Article,Final,,Scopus,2-s2.0-85051472289
"Xu, Y.-L., Li, F.-Y., Ndikuryayo, F., Yang, W.-C., Wang, H.-M.","57200912835; 55934697200; 57196354536; 57198595235; 56116882200","Cholinesterases and engineered mutants for the detection of organophosphorus pesticide residues",2018,"Sensors (Switzerland)",18,"12", 4281,,,,8,10.3390/s18124281,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058171963&partnerID=40&md5=091b3f565460fce5b6086658a566344d",Review,Final,Open Access,Scopus,2-s2.0-85058171963
"Sarikurkcu, C., Ceylan, O., Targan, S., Ćavar Zeljković, S.","15843861400; 6602342413; 35617633100; 57202213158","Chemical composition and biological activities of the essential oils of two endemic Nepeta species",2018,"Industrial Crops and Products",125,"",,5,8,,9,10.1016/j.indcrop.2018.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052738834&partnerID=40&md5=c7e5d5358b9bff23ef00aa01d29fa54c",Article,Final,,Scopus,2-s2.0-85052738834
